8.726645000000003358e-03 -1.243222676454002786e-02 -4.820010389745160197e-09 -6.131968195146816902e-09
2.617993500000001181e-02 -4.121118236572567095e-02 -1.693538612619523978e-08 -1.339576347742475748e-08
4.363322499999997689e-02 -8.913712658135150568e-02 -3.704208315514351257e-08 -2.413064166496489693e-08
6.108651499999998707e-02 -1.561516472512853304e-01 -6.433807049632551261e-08 -2.634464692382286477e-08
7.853980499999999032e-02 -2.421730571702985224e-01 -9.933280015006842618e-08 -4.079072534195378463e-08
9.599309500000000051e-02 -3.470962011923414692e-01 -1.299333121129356934e-07 -4.607344247960221129e-08
1.134463850000000107e-01 -4.707932325460906231e-01 -1.623113247381546050e-07 -7.672620006352048883e-08
1.308996750000000209e-01 -6.131134600837813142e-01 -1.972245090433937757e-07 -8.341814916688200521e-08
1.483529650000000311e-01 -7.738834678462030991e-01 -2.355547706365070972e-07 -8.985988779160528073e-08
1.658062549999999302e-01 -9.529073167317916315e-01 -2.811143822340237894e-07 -1.198674800190549505e-07
1.832595449999996906e-01 -1.149966276059158021e+00 -3.351370183048943841e-07 -1.380668303769573557e-07
2.007128349999996175e-01 -1.364820334824005110e+00 -3.881129394646756769e-07 -1.393797478778033283e-07
2.181661249999999053e-01 -1.597207850887237379e+00 -4.391063461364058673e-07 -1.381228947622964442e-07
2.356194150000001375e-01 -1.846845765192939748e+00 -4.942542167178523918e-07 -1.371982582746948676e-07
2.530727050000003975e-01 -2.113429911334064659e+00 -5.542746355030820152e-07 -1.679188489870503398e-07
2.705259950000006852e-01 -2.396635244567295597e+00 -5.937883261112166314e-07 -1.468870484975029478e-07
2.879792850000000848e-01 -2.696116822021020543e+00 -6.448327512422608043e-07 -1.879309257223765739e-07
3.054325749999995399e-01 -3.011509905516582819e+00 -6.761517598819421441e-07 -1.882849144660761476e-07
3.228858649999997166e-01 -3.342430253982004107e+00 -7.152059086538791431e-07 -2.259867892860992211e-07
3.403391550000000043e-01 -3.688474734784485953e+00 -7.481594337294431799e-07 -2.550512364697145318e-07
3.577924450000002921e-01 -4.049222076421457928e+00 -7.671540164264854236e-07 -2.967478396672523777e-07
3.752457350000005243e-01 -4.424232761762808330e+00 -7.638021915800958118e-07 -3.066592214970992325e-07
3.926990249999999238e-01 -4.813049769391185784e+00 -7.762344701822774390e-07 -3.816067277364471044e-07
4.101523149999993789e-01 -5.215199254098968673e+00 -7.870697321592603525e-07 -4.656521387803175260e-07
4.276056049999996667e-01 -5.630191249407636711e+00 -7.700008620404002850e-07 -4.872429108159978539e-07
4.450588949999999544e-01 -6.057520639144652108e+00 -7.935411288262817116e-07 -5.998472932594242635e-07
4.625121850000001311e-01 -6.496666989230977407e+00 -7.962567973962379753e-07 -6.238423862344952275e-07
4.799654750000004189e-01 -6.947094871199986699e+00 -8.523247439472529836e-07 -7.014299884464114676e-07
4.974187650000007066e-01 -7.408255136112516404e+00 -9.332164350164199717e-07 -7.854045908700299505e-07
5.148720550000001062e-01 -7.879585704151173431e+00 -9.998544643283755525e-07 -8.023093906600609060e-07
5.323253449999995057e-01 -8.360512222595996690e+00 -1.098419343864966233e-06 -8.721212174413184304e-07
5.497786349999997935e-01 -8.850448753711503969e+00 -1.145343288469946770e-06 -8.174598757886702982e-07
5.672319250000000812e-01 -9.348797992949927860e+00 -1.231633333564658307e-06 -8.229079088376695106e-07
5.846852150000003689e-01 -9.854952744518040930e+00 -1.297406568297459085e-06 -7.759904955533664106e-07
6.021385050000006567e-01 -1.036829619428029048e+01 -1.412132404069160047e-06 -7.491135524421640990e-07
6.195917950000000562e-01 -1.088820287861593883e+01 -1.544601736893735748e-06 -7.268152627578489122e-07
6.370450849999993448e-01 -1.141403905828738274e+01 -1.676770382715670957e-06 -6.730100801100036279e-07
6.544983749999996325e-01 -1.194516340653796860e+01 -1.786617586103282987e-06 -5.981394161583969415e-07
6.719516649999999203e-01 -1.248092919694776981e+01 -1.908408691041847335e-06 -5.186415028401308858e-07
6.894049550000002080e-01 -1.302068391321161300e+01 -2.040079184750147670e-06 -4.485874573849357727e-07
