-1.745000000000000107e+00 -7.422472386333327401e-11 -1.147206463433332463e-01 -1.790282771333331913e-01
-1.735000000000000098e+00 -2.292636402333331230e-10 -1.233865782066665695e-01 -1.915724745999998480e-01
-1.725000000000000089e+00 -2.588325042333331468e-10 -1.328553277999998949e-01 -2.052073456333331491e-01
-1.715000000000000080e+00 -2.306065142333331587e-10 -1.431809933666665369e-01 -2.199990160333331890e-01
-1.705000000000000071e+00 4.952953113333329127e-11 -1.539053741333331893e-01 -2.353258756333331259e-01
-1.695000000000000062e+00 -1.120966748199999054e-09 -1.662048357666665033e-01 -2.527697535999998135e-01
-1.685000000000000053e+00 -3.692699919999996932e-10 -1.789908535999998607e-01 -2.708583015666664595e-01
-1.675000000000000044e+00 -1.392652325999998919e-10 -1.929818513999998209e-01 -2.905546791333331047e-01
-1.665000000000000036e+00 -8.919503319999992932e-10 -2.082604172999998338e-01 -3.119584519999997752e-01
-1.655000000000000027e+00 -2.125793669999998520e-10 -2.241397578333331475e-01 -3.341531331666663940e-01
-1.645000000000000018e+00 -4.990283024999996061e-10 -2.423904283666664661e-01 -3.594841527333330067e-01
-1.635000000000000009e+00 -4.272420736999996456e-10 -2.613764122666664136e-01 -3.857717469666663290e-01
-1.625000000000000000e+00 -3.489777533666663744e-10 -2.821820620666664059e-01 -4.144502877666663143e-01
-1.614999999999999991e+00 4.651444724333329416e-10 -3.049341502999997622e-01 -4.456711657666662663e-01
-1.604999999999999982e+00 6.967807244666661705e-10 -3.285971584999997641e-01 -4.780710107333329684e-01
-1.594999999999999973e+00 -1.473434377999998893e-10 -3.558519210999996907e-01 -5.151605471999994856e-01
-1.584999999999999964e+00 -3.888550414666663523e-11 -3.842249159666663028e-01 -5.536822563999995728e-01
-1.574999999999999956e+00 -3.626861896666664285e-10 -4.153622381999996227e-01 -5.957934956999995091e-01
-1.564999999999999947e+00 -4.908429036333329657e-10 -4.494597769999996162e-01 -6.417268740999995114e-01
-1.555000000000000160e+00 -4.075039245333330284e-10 -4.849469503666662407e-01 -6.894342134333327765e-01
-1.544999999999999929e+00 1.040874028133332352e-08 -5.259062033333329333e-01 -7.442254330333327728e-01
-1.535000000000000142e+00 1.863681529666665312e-08 -5.685763451333329943e-01 -8.011819646999993605e-01
-1.524999999999999911e+00 2.086362988666664946e-08 -6.154707090999995689e-01 -8.635840477333327492e-01
-1.515000000000000124e+00 1.100918340599999105e-08 -6.668935342333328631e-01 -9.317934764666657710e-01
