-1.745000000000000107e+00 -2.537726741333331448e-11 2.569478309666664860e-11 -3.635538928666663949e-01
-1.735000000000000098e+00 -1.157574956199999070e-11 1.569970505999998749e-11 -3.909285791666663457e-01
-1.725000000000000089e+00 -4.677754800333329431e-12 7.574208602999994143e-12 -4.208260740666662780e-01
-1.715000000000000080e+00 -1.427089390999998860e-11 1.620305409666665444e-11 -4.534122324333330623e-01
-1.705000000000000071e+00 -8.539593633999993291e-13 6.807200092333326951e-12 -4.872592798666663394e-01
-1.695000000000000062e+00 -6.037850914333327776e-12 7.670084603999994823e-12 -5.260274339666662913e-01
-1.685000000000000053e+00 -3.691664049666663297e-11 9.549255429999989895e-11 -5.663286585666662543e-01
-1.675000000000000044e+00 -7.987635850999994261e-11 2.166798954666664852e-11 -6.103929212333327747e-01
-1.665000000000000036e+00 -3.309662390666664298e-11 5.575192744333329348e-11 -6.584711154666661459e-01
-1.655000000000000027e+00 -5.266380985666661313e-11 5.599161775999995161e-11 -7.084399521333326621e-01
-1.645000000000000018e+00 -2.314363666333330916e-11 2.646179210999997593e-11 -7.657536158999993514e-01
-1.635000000000000009e+00 -2.775582952999997582e-11 2.440045664333331332e-11 -8.253698322999992731e-01
-1.625000000000000000e+00 -1.702895553666665433e-11 1.840820375333331775e-11 -8.906127988333325529e-01
-1.614999999999999991e+00 -2.468740767999997842e-11 4.141845655999996740e-11 -9.618621670666659407e-01
-1.604999999999999982e+00 -1.344061675666665621e-10 1.365275088666665462e-10 -1.035954705933332498e+00
-1.594999999999999973e+00 -8.878346481333327196e-11 2.531127984666664780e-11 -1.121025170633332513e+00
-1.584999999999999964e+00 -1.317514215333332272e-10 1.507171605333332169e-10 -1.209561697933332125e+00
-1.574999999999999956e+00 -3.771380573999996760e-11 4.295247458666662852e-11 -1.306519638666665539e+00
-1.564999999999999947e+00 -1.367722195666665713e-10 1.227213541666665862e-11 -1.412472221333332056e+00
-1.555000000000000160e+00 -6.162468892666660193e-11 3.250198306333330829e-11 -1.522706769999998766e+00
-1.544999999999999929e+00 -2.867018522333331155e-13 1.856160505333332130e-10 -1.649341572666665146e+00
-1.535000000000000142e+00 -2.485525813333330889e-11 2.745890307333330956e-10 -1.781197322666665306e+00
-1.524999999999999911e+00 -9.237902565666659099e-11 2.513870181333331086e-10 -1.925642359333331610e+00
-1.515000000000000124e+00 -4.945689454333329455e-11 2.377726181999998086e-10 -2.083538881666664899e+00
-1.505000000000000115e+00 -1.292573026333332219e-10 2.573313404999997672e-10 -2.247881224333331485e+00
-1.495000000000000107e+00 -6.007288152666661471e-11 2.454427083333331724e-11 -2.436650402333331744e+00
